# Gene Familys	demo_Abundance-RPKs
UniRef90_A0A076ILN2|g__Bacteroides.s__Bacteroides_vulgatus	24.1405789023
UniRef90_A0A0F5JSQ2	24.1364395945
UniRef90_A0A0F5JSQ2|g__Bacteroides.s__Bacteroides_vulgatus	24.1364395945
UniRef90_D1JZ97	24.1314603463
UniRef90_D1JZ97|g__Bacteroides.s__Bacteroides_vulgatus	24.1314603463
UniRef90_A6L071	24.1249741290
UniRef90_A6L071|g__Bacteroides.s__Bacteroides_vulgatus	24.1249741290
UniRef90_A0A174X753	24.0806218975
UniRef90_A0A174X753|g__Bacteroides.s__Bacteroides_vulgatus	24.0806218975
UniRef90_A0A396EZT3	24.0641711230
UniRef90_A0A396EZT3|g__Bacteroides.s__Bacteroides_vulgatus	24.0641711230
UniRef90_A0A076J2E9	24.0480359903
UniRef90_A0A076J2E9|g__Bacteroides.s__Bacteroides_vulgatus	24.0480359903
UniRef90_A6L585	23.9758580857
UniRef90_A6L585|g__Bacteroides.s__Bacteroides_vulgatus	23.9758580857
UniRef90_A0A076IS94	23.9528317778
UniRef90_A0A076IS94|g__Bacteroides.s__Bacteroides_vulgatus	23.9528317778
UniRef90_A0A0P0LJ92	23.9095203797
UniRef90_A0A0P0LJ92|g__Bacteroides.s__Bacteroides_vulgatus	23.9095203797
UniRef90_A0A0P0LGH4	23.8914002115
UniRef90_A0A0P0LGH4|g__Bacteroides.s__Bacteroides_vulgatus	23.8914002115
UniRef90_B5D0K1	23.8795242904
UniRef90_B5D0K1|g__Bacteroides.s__Bacteroides_vulgatus	23.8795242904
UniRef90_R6JG40	23.8705039957
UniRef90_R6JG40|g__Bacteroides.s__Bacteroides_vulgatus	23.8705039957
UniRef90_A0A396ASE2	23.8636363636
UniRef90_A0A396ASE2|g__Bacteroides.s__Bacteroides_vulgatus	23.8636363636
UniRef90_B6W139	23.8161711839
UniRef90_B6W139|g__Bacteroides.s__Bacteroides_vulgatus	23.8161711839
UniRef90_A6LFQ4	23.7962049573
UniRef90_A6LFQ4|g__Bacteroides.s__Bacteroides_vulgatus	23.7962049573
UniRef90_A0A0P0M3T4	23.7945284186
UniRef90_A0A0P0M3T4|g__Bacteroides.s__Bacteroides_vulgatus	23.7945284186
UniRef90_A0A1Y3ZLI2	23.7724360039
UniRef90_A0A1Y3ZLI2|g__Bacteroides.s__Bacteroides_vulgatus	23.7724360039
UniRef90_D0TH60	23.7200860213
UniRef90_D0TH60|g__Bacteroides.s__Bacteroides_vulgatus	23.7200860213
UniRef90_A0A076IV89	23.6673774933
UniRef90_A0A076IV89|g__Bacteroides.s__Bacteroides_vulgatus	23.6673774933
UniRef90_A0A127SVB4	23.5314322563
UniRef90_A0A127SVB4|g__Bacteroides.s__Bacteroides_vulgatus	23.5314322563
UniRef90_A0A0P0M486	23.4871134003
UniRef90_A0A0P0M486|g__Bacteroides.s__Bacteroides_vulgatus	23.4871134003
UniRef90_A0A3E4I9R6	23.4524723936
UniRef90_A0A3E4I9R6|g__Bacteroides.s__Bacteroides_vulgatus	23.4524723936
UniRef90_A6L6D2	23.3947237432
UniRef90_A6L6D2|g__Bacteroides.s__Bacteroides_vulgatus	23.3947237432
UniRef90_D1K2J1	23.2578800945
UniRef90_D1K2J1|g__Bacteroides.s__Bacteroides_vulgatus	23.2578800945
UniRef90_A0A076J8I6	23.2396677768
UniRef90_A0A076J8I6|g__Bacteroides.s__Bacteroides_vulgatus	23.2396677768
UniRef90_U6RK63	23.2142508736
UniRef90_U6RK63|g__Bacteroides.s__Bacteroides_vulgatus	23.2142508736
UniRef90_B6VTP3	23.1870548927
UniRef90_B6VTP3|g__Bacteroides.s__Bacteroides_vulgatus	23.1870548927
UniRef90_A0A0P0M503	23.1858502501
UniRef90_A0A0P0M503|g__Bacteroides.s__Bacteroides_vulgatus	23.1858502501
UniRef90_A0A0P0M6A8	23.1677128724
UniRef90_A0A0P0M6A8|g__Bacteroides.s__Bacteroides_vulgatus	23.1677128724
UniRef90_A0A174NAX3	23.1476201415
UniRef90_A0A174NAX3|g__Bacteroides.s__Bacteroides_vulgatus	23.1476201415
UniRef90_A0A396ERU4	23.1464115150
UniRef90_A0A396ERU4|g__Bacteroides.s__Bacteroides_vulgatus	23.1464115150
UniRef90_A0A1H7FY75	23.0795239314
UniRef90_A0A1H7FY75|g__Bacteroides.s__Bacteroides_vulgatus	23.0795239314
UniRef90_D4VDD1	23.0102390334
UniRef90_D4VDD1|g__Bacteroides.s__Bacteroides_vulgatus	23.0102390334
UniRef90_R9H058	22.9660577761
UniRef90_R9H058|g__Bacteroides.s__Bacteroides_vulgatus	22.9660577761
UniRef90_A0A395VV85	22.9519976574
UniRef90_A0A395VV85|g__Bacteroides.s__Bacteroides_vulgatus	22.9519976574
UniRef90_A0A396EPH8	22.9350458302
UniRef90_A0A396EPH8|g__Bacteroides.s__Bacteroides_vulgatus	22.9350458302
UniRef90_A0A0P0M3J6	22.8192446043
UniRef90_A0A0P0M3J6|g__Bacteroides.s__Bacteroides_vulgatus	22.8192446043
UniRef90_A0A076J1V1	22.7724755746
UniRef90_A0A076J1V1|g__Bacteroides.s__Bacteroides_vulgatus	22.7724755746
UniRef90_A0A395VMH7	22.7255661063
UniRef90_A0A395VMH7|g__Bacteroides.s__Bacteroides_vulgatus	22.7255661063
UniRef90_A0A174T3G0	22.7052500507
UniRef90_A0A174T3G0|g__Bacteroides.s__Bacteroides_vulgatus	22.7052500507
UniRef90_B6W1I5	22.6716115093
UniRef90_B6W1I5|g__Bacteroides.s__Bacteroides_vulgatus	22.6716115093
UniRef90_A0A380ZJI0	22.6369456697
UniRef90_A0A380ZJI0|g__Bacteroides.s__Bacteroides_vulgatus	22.6369456697
UniRef90_A0A396F7M2	22.5676965712
UniRef90_A0A396F7M2|g__Bacteroides.s__Bacteroides_vulgatus	22.5676965712
UniRef90_A6L0A5	22.5419206387
UniRef90_A6L0A5|g__Bacteroides.s__Bacteroides_vulgatus	22.5419206387
UniRef90_A0A0P0M132	22.5173566739
UniRef90_A0A0P0M132|g__Bacteroides.s__Bacteroides_vulgatus	22.5173566739
UniRef90_A6L1U8	22.4629378366
UniRef90_A6L1U8|g__Bacteroides.s__Bacteroides_vulgatus	22.4629378366
UniRef90_E5UU61	22.4271084107
UniRef90_E5UU61|g__Bacteroides.s__Bacteroides_vulgatus	22.4271084107
UniRef90_B5D0P3	22.3952962551
UniRef90_B5D0P3|g__Bacteroides.s__Bacteroides_vulgatus	22.3952962551
UniRef90_A0A0P0M1F8	22.3112520210
UniRef90_A0A0P0M1F8|g__Bacteroides.s__Bacteroides_vulgatus	22.3112520210
UniRef90_A0A397WCY9	22.2327151440
UniRef90_A0A397WCY9|g__Bacteroides.s__Bacteroides_vulgatus	22.2327151440
UniRef90_A0A396ALX3	22.1963941318
UniRef90_A0A396ALX3|g__Bacteroides.s__Bacteroides_vulgatus	22.1963941318
UniRef90_A0A0K2HFZ2	22.1356765236
UniRef90_A0A0K2HFZ2|g__Bacteroides.s__Bacteroides_vulgatus	22.1356765236
UniRef90_A0A0P0M2R7	22.1217158108
UniRef90_A0A0P0M2R7|g__Bacteroides.s__Bacteroides_vulgatus	22.1217158108
UniRef90_A0A0P0LJQ7	22.0230436985
UniRef90_A0A0P0LJQ7|g__Bacteroides.s__Bacteroides_vulgatus	22.0230436985
UniRef90_A0A397WGT0	21.9737634125
UniRef90_A0A397WGT0|g__Bacteroides.s__Bacteroides_vulgatus	21.9737634125
UniRef90_A0A076IT92	21.8819760144
UniRef90_A0A076IT92|g__Bacteroides.s__Bacteroides_vulgatus	21.8819760144
UniRef90_E4MB74	21.8641808856
UniRef90_E4MB74|g__Bacteroides.s__Bacteroides_vulgatus	21.8641808856
UniRef90_A0A0M1W4C5	21.8444923465
UniRef90_A0A0M1W4C5|g__Bacteroides.s__Bacteroides_vulgatus	21.8444923465
UniRef90_A0A396API9	21.8035312241
UniRef90_A0A396API9|g__Bacteroides.s__Bacteroides_vulgatus	21.8035312241
UniRef90_A0A076JBK6	21.7160190113
UniRef90_A0A076JBK6|g__Bacteroides.s__Bacteroides_vulgatus	21.7160190113
UniRef90_A0A0P0M1X4	21.6606913854
UniRef90_A0A0P0M1X4|g__Bacteroides.s__Bacteroides_vulgatus	21.6606913854
UniRef90_A0A0K2HNB1	21.6605490601
UniRef90_A0A0K2HNB1|g__Bacteroides.s__Bacteroides_vulgatus	21.6605490601
UniRef90_A0A1Y4PM44	21.5492328229
UniRef90_A0A1Y4PM44|g__Bacteroides.s__Bacteroides_vulgatus	21.5492328229
UniRef90_I3YJ03	21.5039969138
UniRef90_I3YJ03|g__Bacteroides.s__Bacteroides_vulgatus	21.5039969138
UniRef90_A0A1Y4PKT0	21.3972262244
UniRef90_A0A1Y4PKT0|g__Bacteroides.s__Bacteroides_vulgatus	21.3972262244
UniRef90_A0A076J8B4	21.3772771795
UniRef90_A0A076J8B4|g__Bacteroides.s__Bacteroides_vulgatus	21.3772771795
UniRef90_G9S0F6	21.3765738022
UniRef90_G9S0F6|g__Bacteroides.s__Bacteroides_vulgatus	21.3765738022
UniRef90_A6L6X6	21.3430516321
UniRef90_A6L6X6|g__Bacteroides.s__Bacteroides_vulgatus	21.3430516321
UniRef90_A6L6X1	21.3177637351
UniRef90_A6L6X1|g__Bacteroides.s__Bacteroides_vulgatus	21.3177637351
UniRef90_A6KZT2	21.2990995837
UniRef90_A6KZT2|g__Bacteroides.s__Bacteroides_vulgatus	21.2990995837
UniRef90_A0A0P0M440	21.2741096294
UniRef90_A0A0P0M440|g__Bacteroides.s__Bacteroides_vulgatus	21.2741096294
UniRef90_A0A1Q6I9Y0	21.2679647533
UniRef90_A0A1Q6I9Y0|g__Bacteroides.s__Bacteroides_vulgatus	21.2679647533
UniRef90_A0A0P0M178	21.2521107711
UniRef90_A0A0P0M178|g__Bacteroides.s__Bacteroides_vulgatus	21.2521107711
UniRef90_D4V546	21.2370847393
UniRef90_D4V546|g__Bacteroides.s__Bacteroides_vulgatus	21.2370847393
UniRef90_A0A0N7J7M4	21.2052600619
UniRef90_A0A0N7J7M4|g__Bacteroides.s__Bacteroides_vulgatus	21.2052600619
UniRef90_A0A3E5E5Z2	21.1497619871
UniRef90_A0A3E5E5Z2|g__Bacteroides.s__Bacteroides_vulgatus	21.1497619871
UniRef90_A0A076J0V1	21.1354432876
UniRef90_A0A076J0V1|g__Bacteroides.s__Bacteroides_vulgatus	21.1354432876
UniRef90_A0A173X1R1	21.0919197420
UniRef90_A0A173X1R1|g__Bacteroides.s__Bacteroides_vulgatus	21.0919197420
UniRef90_A0A017N007	21.0470085470
UniRef90_A0A017N007|g__Bacteroides.s__Bacteroides_vulgatus	21.0470085470
UniRef90_A0A076J5E7	20.9277559643
UniRef90_A0A076J5E7|g__Bacteroides.s__Bacteroides_vulgatus	20.9277559643
UniRef90_A0A396F7I8	20.9043226705
UniRef90_A0A396F7I8|g__Bacteroides.s__Bacteroides_vulgatus	20.9043226705
UniRef90_A0A076J710	20.8904699173
UniRef90_A0A076J710|g__Bacteroides.s__Bacteroides_vulgatus	20.8904699173
UniRef90_U6RP94	20.7662314916
UniRef90_U6RP94|g__Bacteroides.s__Bacteroides_vulgatus	20.7662314916
UniRef90_B5D0L5	20.7516921042
UniRef90_B5D0L5|g__Bacteroides.s__Bacteroides_vulgatus	20.7516921042
UniRef90_A0A0P0M4N3	20.7364016736
UniRef90_A0A0P0M4N3|g__Bacteroides.s__Bacteroides_vulgatus	20.7364016736
UniRef90_A0A174PHW9	20.6905857706
UniRef90_A0A174PHW9|g__Bacteroides.s__Bacteroides_vulgatus	20.6905857706
UniRef90_A0A395VSR3	20.6858805658
UniRef90_A0A395VSR3|g__Bacteroides.s__Bacteroides_vulgatus	20.6858805658
UniRef90_A0A3E5DXA0	20.6562576989
UniRef90_A0A3E5DXA0|g__Bacteroides.s__Bacteroides_vulgatus	20.6562576989
UniRef90_A0A397WDI7	20.6335584791
UniRef90_A0A397WDI7|g__Bacteroides.s__Bacteroides_vulgatus	20.6335584791
UniRef90_A0A076J7P6	20.6327820396
UniRef90_A0A076J7P6|g__Bacteroides.s__Bacteroides_vulgatus	20.6327820396
UniRef90_D4V880	20.6159131464
UniRef90_D4V880|g__Bacteroides.s__Bacteroides_vulgatus	20.6159131464
UniRef90_I9F0V9	20.5549409091
UniRef90_I9F0V9|g__Bacteroides.s__Bacteroides_vulgatus	20.5549409091
UniRef90_A6L5X6	20.4681499340
UniRef90_A6L5X6|g__Bacteroides.s__Bacteroides_vulgatus	20.4681499340
UniRef90_A0A396FE52	20.4610080585
UniRef90_A0A396FE52|g__Bacteroides.s__Bacteroides_vulgatus	20.4610080585
UniRef90_UPI0009B5BC86	20.4081632653
UniRef90_UPI0009B5BC86|g__Bacteroides.s__Bacteroides_vulgatus	20.4081632653
UniRef90_A0A0K2HET7	20.3779374651
UniRef90_A0A0K2HET7|g__Bacteroides.s__Bacteroides_vulgatus	20.3779374651
UniRef90_A0A174S1C1	20.3588437840
UniRef90_A0A174S1C1|g__Bacteroides.s__Bacteroides_vulgatus	20.3588437840
UniRef90_A0A174QTU0	20.3268322035
UniRef90_A0A174QTU0|g__Bacteroides.s__Bacteroides_vulgatus	20.3268322035
UniRef90_A0A3E5H739	20.3245036121
UniRef90_A0A3E5H739|g__Bacteroides.s__Bacteroides_vulgatus	20.3245036121
UniRef90_A0A396BBP9	20.2982796716
UniRef90_A0A396BBP9|g__Bacteroides.s__Bacteroides_vulgatus	20.2982796716
UniRef90_A0A0M1VZJ5	20.2862149864
UniRef90_A0A0M1VZJ5|g__Bacteroides.s__Bacteroides_vulgatus	20.2862149864
UniRef90_A6L3G7	20.2851484599
UniRef90_A6L3G7|g__Bacteroides.s__Bacteroides_vulgatus	20.2851484599
UniRef90_A0A174PZ91	20.2526494802
UniRef90_A0A174PZ91|g__Bacteroides.s__Bacteroides_vulgatus	20.2526494802
UniRef90_A0A0P0M677	20.1821894720
UniRef90_A0A0P0M677|g__Bacteroides.s__Bacteroides_vulgatus	20.1821894720
UniRef90_I9RE41	20.1118655183
UniRef90_I9RE41|g__Bacteroides.s__Bacteroides_vulgatus	20.1118655183
UniRef90_A0A076IV27	20.1108369058
UniRef90_A0A076IV27|g__Bacteroides.s__Bacteroides_vulgatus	20.1108369058
UniRef90_D4V9M7	20.0977763521
UniRef90_D4V9M7|g__Bacteroides.s__Bacteroides_vulgatus	20.0977763521
UniRef90_A0A380ZD55	20.0773579142
UniRef90_A0A380ZD55|g__Bacteroides.s__Bacteroides_vulgatus	20.0773579142
UniRef90_A0A069S8Q5	20.0725909290
UniRef90_A0A069S8Q5|g__Bacteroides.s__Bacteroides_vulgatus	20.0725909290
UniRef90_D1JZU2	20.0703019284
UniRef90_D1JZU2|g__Bacteroides.s__Bacteroides_vulgatus	20.0703019284
UniRef90_A0A0P0LAY1	20.0655012620
UniRef90_A0A0P0LAY1|g__Bacteroides.s__Bacteroides_vulgatus	20.0655012620
UniRef90_I9QCP3	20.0505782433
UniRef90_I9QCP3|g__Bacteroides.s__Bacteroides_vulgatus	20.0505782433
UniRef90_B6VS45	20.0399908552
UniRef90_B6VS45|g__Bacteroides.s__Bacteroides_vulgatus	20.0399908552
UniRef90_A0A1H7FY66	20.0307016749
UniRef90_A0A1H7FY66|g__Bacteroides.s__Bacteroides_vulgatus	20.0307016749
UniRef90_B5D3F5	20.0252858090
UniRef90_B5D3F5|g__Bacteroides.s__Bacteroides_vulgatus	20.0252858090
UniRef90_A0A076ITC1	19.9853715012
UniRef90_A0A076ITC1|g__Bacteroides.s__Bacteroides_vulgatus	19.9853715012
UniRef90_A0A3E4KIM1	19.9210183231
UniRef90_A0A3E4KIM1|g__Bacteroides.s__Bacteroides_vulgatus	19.9210183231
UniRef90_A0A395VIK7	19.8920246653
UniRef90_A0A395VIK7|g__Bacteroides.s__Bacteroides_vulgatus	19.8920246653
UniRef90_C3RAI3	19.8705938494
UniRef90_C3RAI3|g__Bacteroides.s__Bacteroides_vulgatus	19.8705938494
UniRef90_D4V3X9	19.8574575026
UniRef90_D4V3X9|g__Bacteroides.s__Bacteroides_vulgatus	19.8574575026
UniRef90_A6L1E7	19.8353766612
UniRef90_A6L1E7|g__Bacteroides.s__Bacteroides_vulgatus	19.8353766612
UniRef90_A0A0K2HG58	19.8346338185
UniRef90_A0A0K2HG58|g__Bacteroides.s__Bacteroides_vulgatus	19.8346338185
UniRef90_A0A174ANF9	19.7724271570
UniRef90_A0A174ANF9|g__Bacteroides.s__Bacteroides_vulgatus	19.7724271570
UniRef90_D4V565	19.7028550763
UniRef90_D4V565|g__Bacteroides.s__Bacteroides_vulgatus	19.7028550763
UniRef90_A6L532	19.6780829828
UniRef90_A6L532|g__Bacteroides.s__Bacteroides_vulgatus	19.6780829828
UniRef90_A0A0P0M4G1	19.6501032896
UniRef90_A0A0P0M4G1|g__Bacteroides.s__Bacteroides_vulgatus	19.6501032896
UniRef90_Q89Z59	19.6171150436
UniRef90_Q89Z59|g__Bacteroides.s__Bacteroides_vulgatus	19.6171150436
UniRef90_A0A078RBJ1	19.5721602654
UniRef90_A0A078RBJ1|g__Bacteroides.s__Bacteroides_vulgatus	19.5721602654
UniRef90_A0A0M1W2F8	19.5103750978
UniRef90_A0A0M1W2F8|g__Bacteroides.s__Bacteroides_vulgatus	19.5103750978
UniRef90_A0A3E4IFI0	19.4553099891
UniRef90_A0A3E4IFI0|g__Bacteroides.s__Bacteroides_vulgatus	19.4553099891
UniRef90_A0A076IMS7	19.4196198743
UniRef90_A0A076IMS7|g__Bacteroides.s__Bacteroides_vulgatus	19.4196198743
UniRef90_A0A397WK36	19.4052941784
UniRef90_A0A397WK36|g__Bacteroides.s__Bacteroides_vulgatus	19.4052941784
UniRef90_D1K675	19.3993365434
UniRef90_D1K675|g__Bacteroides.s__Bacteroides_vulgatus	19.3993365434
UniRef90_A0A0P0M5S4	19.2307692308
UniRef90_A0A0P0M5S4|g__Bacteroides.s__Bacteroides_vulgatus	19.2307692308
UniRef90_B5D0J2	19.2291246999
UniRef90_B5D0J2|g__Bacteroides.s__Bacteroides_vulgatus	19.2291246999
UniRef90_A0A174VI51	19.2208614742
UniRef90_A0A174VI51|g__Bacteroides.s__Bacteroides_vulgatus	19.2208614742
UniRef90_A0A078RCT4	19.2185007974
UniRef90_A0A078RCT4|g__Bacteroides.s__Bacteroides_vulgatus	19.2185007974
UniRef90_R6C410	19.1556649189
UniRef90_R6C410|g__Bacteroides.s__Bacteroides_vulgatus	19.1556649189
UniRef90_A0A174SFB0	19.1022229972
UniRef90_A0A174SFB0|g__Bacteroides.s__Bacteroides_vulgatus	19.1022229972
UniRef90_A0A076J1V0	19.0551560940
UniRef90_A0A076J1V0|g__Bacteroides.s__Bacteroides_vulgatus	19.0551560940
UniRef90_B0NSG7	19.0237998381
UniRef90_B0NSG7|g__Bacteroides.s__Bacteroides_vulgatus	19.0237998381
UniRef90_A0A0P0M4D2	18.9964758219
UniRef90_A0A0P0M4D2|g__Bacteroides.s__Bacteroides_vulgatus	18.9964758219
UniRef90_A0A0P0LGN9	18.9916645576
UniRef90_A0A0P0LGN9|g__Bacteroides.s__Bacteroides_vulgatus	18.9916645576
UniRef90_A0A015TKW0	18.9641070380
UniRef90_A0A015TKW0|g__Bacteroides.s__Bacteroides_vulgatus	18.9641070380
UniRef90_I8VTE5	18.9414835608
UniRef90_I8VTE5|g__Bacteroides.s__Bacteroides_vulgatus	18.9414835608
UniRef90_C3QT85	18.9307156948
UniRef90_C3QT85|g__Bacteroides.s__Bacteroides_vulgatus	18.9307156948
UniRef90_A0A1Y4PM15	18.8872996663
UniRef90_A0A1Y4PM15|g__Bacteroides.s__Bacteroides_vulgatus	18.8872996663
UniRef90_A0A1Y4PDW8	18.8492999333
UniRef90_A0A1Y4PDW8|g__Bacteroides.s__Bacteroides_vulgatus	18.8492999333
UniRef90_A6KYC8	18.8299899282
UniRef90_A6KYC8|g__Bacteroides.s__Bacteroides_vulgatus	18.8299899282
UniRef90_A0A397WER9	18.8013827484
UniRef90_A0A397WER9|g__Bacteroides.s__Bacteroides_vulgatus	18.8013827484
UniRef90_A0A0N7J7Z6	18.7721153374
UniRef90_A0A0N7J7Z6|g__Bacteroides.s__Bacteroides_vulgatus	18.7721153374
UniRef90_C3R4L3	18.7563315920
UniRef90_C3R4L3|g__Bacteroides.s__Bacteroides_vulgatus	18.7563315920
UniRef90_A0A174VCF6	18.7467581457
UniRef90_A0A174VCF6|g__Bacteroides.s__Bacteroides_vulgatus	18.7467581457
UniRef90_A6L070	18.7007711249
UniRef90_A6L070|g__Bacteroides.s__Bacteroides_vulgatus	18.7007711249
UniRef90_A0A395VSG6	18.6915887850
UniRef90_A0A395VSG6|g__Bacteroides.s__Bacteroides_vulgatus	18.6915887850
UniRef90_A0A396EQ60	18.6866020424
UniRef90_A0A396EQ60|g__Bacteroides.s__Bacteroides_vulgatus	18.6866020424
UniRef90_D4V3Y1	18.6291922094
UniRef90_D4V3Y1|g__Bacteroides.s__Bacteroides_vulgatus	18.6291922094
UniRef90_A0A0P0L2L4	18.5126641552
UniRef90_A0A0P0L2L4|g__Bacteroides.s__Bacteroides_vulgatus	18.5126641552
UniRef90_A0A174LYN9	18.5061810645
UniRef90_A0A174LYN9|g__Bacteroides.s__Bacteroides_vulgatus	18.5061810645
UniRef90_A0A396AP31	18.4460882623
UniRef90_A0A396AP31|g__Bacteroides.s__Bacteroides_vulgatus	18.4460882623
UniRef90_D4V593	18.4190293080
UniRef90_D4V593|g__Bacteroides.s__Bacteroides_vulgatus	18.4190293080
UniRef90_A0A0P0L7X4	18.3373302300
UniRef90_A0A0P0L7X4|g__Bacteroides.s__Bacteroides_vulgatus	18.3373302300
UniRef90_A0A395VTA3	18.2958882413
UniRef90_A0A395VTA3|g__Bacteroides.s__Bacteroides_vulgatus	18.2958882413
UniRef90_A0A076IQ70	18.2727753779
UniRef90_A0A076IQ70|g__Bacteroides.s__Bacteroides_vulgatus	18.2727753779
UniRef90_A0A076IUQ2	18.2663457598
UniRef90_A0A076IUQ2|g__Bacteroides.s__Bacteroides_vulgatus	18.2663457598
UniRef90_C3RG82	18.1800860803
UniRef90_C3RG82|g__Bacteroides.s__Bacteroides_vulgatus	18.1800860803
UniRef90_A0A1H7KR90	18.1667542335
UniRef90_A0A1H7KR90|g__Bacteroides.s__Bacteroides_vulgatus	18.1667542335
UniRef90_U6RBT0	18.1359489219
UniRef90_U6RBT0|g__Bacteroides.s__Bacteroides_vulgatus	18.1359489219
UniRef90_A0A1Q6I8W2	18.1095610627
UniRef90_A0A1Q6I8W2|g__Bacteroides.s__Bacteroides_vulgatus	18.1095610627
UniRef90_C3R6B4	18.0447606574
UniRef90_C3R6B4|g__Bacteroides.s__Bacteroides_vulgatus	18.0447606574
UniRef90_A0A396AQX7	18.0424498897
UniRef90_A0A396AQX7|g__Bacteroides.s__Bacteroides_vulgatus	18.0424498897
UniRef90_A0A0N7J733	18.0299838504
UniRef90_A0A0N7J733|g__Bacteroides.s__Bacteroides_vulgatus	18.0299838504
UniRef90_A0A0P0L8Z7	17.9511465959
UniRef90_A0A0P0L8Z7|g__Bacteroides.s__Bacteroides_vulgatus	17.9511465959
UniRef90_C6Z6H7	17.9367552897
UniRef90_C6Z6H7|g__Bacteroides.s__Bacteroides_vulgatus	17.9367552897
UniRef90_A0A133PU47	17.9284602977
UniRef90_A0A133PU47|g__Bacteroides.s__Bacteroides_vulgatus	17.9284602977
UniRef90_A6KZQ5	17.9211528249
UniRef90_A6KZQ5|g__Bacteroides.s__Bacteroides_vulgatus	17.9211528249
UniRef90_A0A076IXF0	17.9138751423
UniRef90_A0A076IXF0|g__Bacteroides.s__Bacteroides_vulgatus	17.9138751423
UniRef90_A0A0K2HQ54	17.8504640639
UniRef90_A0A0K2HQ54|g__Bacteroides.s__Bacteroides_vulgatus	17.8504640639
UniRef90_A0A174SCL4	17.7302309671
UniRef90_A0A174SCL4|g__Bacteroides.s__Bacteroides_vulgatus	17.7302309671
UniRef90_C3R8W0	17.7144852757
UniRef90_C3R8W0|g__Bacteroides.s__Bacteroides_vulgatus	17.7144852757
UniRef90_A0A0P0L4I7	17.6991150442
UniRef90_A0A0P0L4I7|g__Bacteroides.s__Bacteroides_vulgatus	17.6991150442
UniRef90_A0A0M1W6U9	17.6829490072
UniRef90_A0A0M1W6U9|g__Bacteroides.s__Bacteroides_vulgatus	17.6829490072
UniRef90_A0A076IYL7	17.6492565164
UniRef90_A0A076IYL7|g__Bacteroides.s__Bacteroides_vulgatus	17.6492565164
UniRef90_A0A174S253	17.6395852890
UniRef90_A0A174S253|g__Bacteroides.s__Bacteroides_vulgatus	17.6395852890
UniRef90_I9FIN4	17.5593407001
UniRef90_I9FIN4|g__Bacteroides.s__Bacteroides_vulgatus	17.5593407001
UniRef90_C9KVC5	17.4906446264
UniRef90_C9KVC5|g__Bacteroides.s__Bacteroides_vulgatus	17.4906446264
UniRef90_A0A076ISZ3	17.4900595548
UniRef90_A0A076ISZ3|g__Bacteroides.s__Bacteroides_vulgatus	17.4900595548
UniRef90_A0A078QXB4	17.4599895220
UniRef90_A0A078QXB4|g__Bacteroides.s__Bacteroides_vulgatus	17.4599895220
UniRef90_A6KZL1	17.4420926989
UniRef90_A6KZL1|g__Bacteroides.s__Bacteroides_vulgatus	17.4420926989
UniRef90_A0A076ISB8	17.3483323793
UniRef90_A0A076ISB8|g__Bacteroides.s__Bacteroides_vulgatus	17.3483323793
UniRef90_A0A015XDU1	17.3338154935
UniRef90_A0A015XDU1|g__Bacteroides.s__Bacteroides_vulgatus	17.3338154935
UniRef90_A0A0P0LJZ6	17.3268706890
UniRef90_A0A0P0LJZ6|g__Bacteroides.s__Bacteroides_vulgatus	17.3268706890
UniRef90_A0A0K2HP50	17.2470674848
UniRef90_A0A0K2HP50|g__Bacteroides.s__Bacteroides_vulgatus	17.2470674848
UniRef90_A0A0P0L0H0	17.1791349421
UniRef90_A0A0P0L0H0|g__Bacteroides.s__Bacteroides_vulgatus	17.1791349421
UniRef90_W6NZG1	17.0758396323
UniRef90_W6NZG1|g__Bacteroides.s__Bacteroides_vulgatus	17.0758396323
UniRef90_A6KZJ8	17.0644455631
UniRef90_A6KZJ8|g__Bacteroides.s__Bacteroides_vulgatus	17.0644455631
UniRef90_A0A396ASJ6	17.0443275896
UniRef90_A0A396ASJ6|g__Bacteroides.s__Bacteroides_vulgatus	17.0443275896
UniRef90_A6KXU3	17.0190584187
UniRef90_A6KXU3|g__Bacteroides.s__Bacteroides_vulgatus	17.0190584187
UniRef90_A0A076ISU9	17.0120872549
UniRef90_A0A076ISU9|g__Bacteroides.s__Bacteroides_vulgatus	17.0120872549
UniRef90_A0A380Z4D5	17.0068027211
UniRef90_A0A380Z4D5|g__Bacteroides.s__Bacteroides_vulgatus	17.0068027211
UniRef90_A0A0P0M501	16.9672042858
UniRef90_A0A0P0M501|g__Bacteroides.s__Bacteroides_vulgatus	16.9672042858
UniRef90_A0A3E4JG82	16.9384238598
UniRef90_A0A3E4JG82|g__Bacteroides.s__Bacteroides_vulgatus	16.9384238598
UniRef90_A0A0M1W1V6	16.9193887194
UniRef90_A0A0M1W1V6|g__Bacteroides.s__Bacteroides_vulgatus	16.9193887194
UniRef90_A0A397WBS2	16.9098230278
UniRef90_A0A397WBS2|g__Bacteroides.s__Bacteroides_vulgatus	16.9098230278
UniRef90_A0A0P0M4K3	16.9092886103
UniRef90_A0A0P0M4K3|g__Bacteroides.s__Bacteroides_vulgatus	16.9092886103
UniRef90_A0A078PLC9	16.8949292110
UniRef90_A0A078PLC9|g__Bacteroides.s__Bacteroides_vulgatus	16.8949292110
UniRef90_A0A0P0M2S1	16.8869557957
